Word,Definition
등기필증(登記畢證) = 등기권리증(登記權利證),"등기필증(登記畢證) = 등기권리증(登記權利證) 등기필증 혹은 등기권리증이란 등기소에서 교부하는 등기완료의 증명서를 의미한다(부동산등기법 제67조 및 제86조). 등기를 신청할 때에 제출한 등기원인을 증명하는 서면 또는 신청서의 부본에 접수연월일, 접수번호, 순위번호와 등기필의 취지 ..."
"등록(登錄, registration)","등록(登錄, registration) 사전적 의미에서 등록이란 일정한 사실이나 법률관계를 행정관청 등에 비치되어 있는 공부에 기재하고 이에 따라 일정한 사실이나 법률관계의 존부를 공적으로 증명하는 것을 의미한다. 이론상의 등록은 사실이나 법률관계의 존부를 형식적으로 증명하는 것에 불..."
등록관청(登錄官廳),"등록관청(登錄官廳) 부동산중개업법에서 등록관청이란 중개사무소 개설등록 신청을 하는 자가 신청서를 제출해야 하는 곳을 의미하는 것으로, 시장(구가 설치되지 아니한 시에 한한다)ㆍ군수ㆍ구청장을 의미한다(령 제3조제1항). 부동산중개업법에서 등록관청은 개설등록 신청을 받는 곳의 의미뿐..."
등록세(登錄稅),등록세(登錄稅) 등록세는 재산권(財産權) 기타 권리의 취득ㆍ이전ㆍ변경 또는 소멸에 관한 사항을 공부에 등기 또는 등록(등재를 포함한다)하는 경우에 그 등기 또는 등록을 받는 자에게 부과한다(지방세법 제124조). 등록세의 과세표준은 부동산ㆍ선박ㆍ항공기 및 자동차에 관한 등기ㆍ등록 당...
등록전환(登錄轉換),등록전환(登錄轉換) 등록전환이라 함은 임야대장 및 임야도에 등록된 토지를 토지대장 및 지적도에 옮겨 등록하는 것을 말한다(지적법 제2조제11호).
로열층,"로열층 아파트와 같은 공동주택의 경우 로열층은 통상 일조권을 중심으로 결정된다. 따라서, 총 15층 아파트의 경우 로열층은 7층 또는 8층부터 12층을 의미하며, 20층 아파트의 경우에는 9층 내지 16층 정도, 25층 아파트의 경우에는 12층 내지 20층 정도가 로열층으로 통용된다. 로열..."
리노베이션(Renovation),"리노베이션(Renovation) 리노베이션이란 건물을 구조체의 변경 없이 시설물의 노후화를 억제시키고, 기능을 향상시키기 위해 외관이나 내부 일부 혹은 전체를 개ㆍ보수하거나 증ㆍ개축하는 것을 의미한다. 리노베이션은 기존 건축물의 유지관리 및 보수, 개축, 대수선을 포함하는 넓은 개념..."
리스팅(Listing),"리스팅(Listing) 미국 사용되는 리스팅(Listing)이라는 표현은 일반적으로 중개계약으로 번역할 수 있으나, 다음과 같은 여러 가지 의미로 사용되기도 한다. 즉, 리스팅이라 함은 권리이전중개의뢰인이 특정의 중개업자에게 자기의 부동산을 매매ㆍ임대 또는 교환등 거래의 알선을 의뢰하는 ..."
리스팅농장(Listing農場),"리스팅농장(Listing農場) 리스팅농장이란 농부가 자신의 소유인 농장을 경영하여 수확을 거두듯, 중개업자가 중개의뢰를 지속적으로 확보하여 중개업을 경영하기 위하여 집중적으로 중개활동을 벌이는 일정범위의 지역을 의미한다. 리스팅농장 기법은 중개업경영의 과학화와 능률화를 위한 것으..."
마케팅(marketing),마케팅(marketing) 상품 또는 서비스의 생산자에서 소비자에로의 흐름을 효율적으로 하기 위한 기업 활동. 구체적으로는 ① 제품계획 ② 판매촉진 ③ 광고선언 ④ 시장조사 ⑤ 물적유통 ⑥ 가격전략 ⑦ 제품 차별화(product differentiation) 등의 전 활동을 유기적으로 실시하는 것. ...
말소등기(抹消登記),"말소등기(抹消登記) 말소등기라 함은 등기된 권리나 객체에 대응하는 실체관계가 원시적으로 존재하지 않거나 또는 후발적으로 존재하지 않게 된 경우에 이미 행하여진 등기를 말소하는 등기를 말한다. 종국등기의 일종이다. 등기필의 권리가 소멸한 경우, 등기원인이 무효가 된 경우, 처음..."
매도담보(賣渡擔保),"매도담보(賣渡擔保) 매매의 형식에 의한 물적담보 중 한가지. 융자를 받는 자가 목적물을 융자자에게 매도하고, 대금으로써 융자를 받아, 일정한 기한 내에 원금과 이자에 상당한 금액으로 이것을 다시 환매하는 방법을 취하는 담보형태이다. 다시 사지 않으면 목적물을 확정적으로 융자자..."
매도인(賣渡人),"매도인(賣渡人) 민법상 매매계약에 있어서 목적물을 파는 쪽 당사자를 매도인 또는 매도자, 매주라고 한다. 상대방(매수인)에 대하여 대금의 지급을 청구할 수 있으며 그 자신은 목적물의 재산권을 이전할 의무가 있다(민법 제563조). 상법상으로는 매매에 있어서 매수인이 목적물의 수령을..."
매립(埋立),매립(埋立) 공유수면매립법에서 매립이라 함은 공유수면에 토사ㆍ토석 기타의 물건을 인위적으로 투입하여 토지를 조성하는 것(간척을 포함한다)을 말한다(제2조제3호).
"매매(賣買, sale)","매매(賣買, sale) 매매라 함은 당사자 일방이 특정의 재산권을 상대방에게 이전할 것을 약정하고 상대방은 이에 대하여 그 대금을 지급할 것을 약정함으로써 성립하는 낙성, 쌍무, 불요식의 유상계약을 말한다. 민법은 매매를 채권관계상 유상계약의 전형적인 것으로서 상세한 규정을 두어..."
매매사례비교법(賣買事例比較法),"매매사례비교법(賣買事例比較法) 매매사례비교법이라 함은 대상물건과 동일성 또는 유사성이 있는 다른 물건의 매매사례와 비교하여 가격시점과 대상물건의 현황에 맞게 시점수정(時點修正) 및 사정보정(事情補正)을 가하여 가격을 추정하는 방법을 말하며, 이 방법에 의하여 산정된 가격을 유추..."
매수인(買受人),매수인(買受人) 민법상 매매계약에 있어서 사는 쪽의 당사자를 말한다. 상대방인 매도인에 대하여 재산권이전청구권을 가지며 스스로는 대금지급의무를 부담한다(민법 제563조). 상법상으로 상인간의 매매에 있어서는 매수인은 목적물을 수령할 때에는 하자나 수량의 부족을 검사하여 매도인에게...
맹지(盲地),맹지(盲地) 토지의 주위가 모두 다른 토지로 둘러싸여 도로에 접하는 부분이 전혀 없는 토지를 의미한다. 맹지는 해당 대지로의 출입이 불가능하므로 건축법상 건축허가의 대상이 되지 아니한다.
면허(免許),"면허(免許) 면허는 행정학상의 용어가 아니라 실정법상의 용어로서, 면허는 행정학에서의 허가 또는 특허의 의미로 사용된다. 면허가 허가의 의미로 사용되는 경우는 주로 특허적 성격이 강한 사업에 관한 분야인데, 여객자동차운수사업면허ㆍ주류제조면허 등이 이에 해당된다. 면허는 그 기..."
면허세(免許稅),면허세(免許稅) 면허세는 부동산에 대하여 건축허가ㆍ농지전용ㆍ토지형질변경ㆍ사설묘지ㆍ사도개설 등을 신청할 경우에만 부과되는 조세이다. 면허라 함은 면허ㆍ허가(免許ㆍ許可) 기타 명칭의 여하를 불문하고 그 특정한 업무설비 또는 행위에 대하여 권리의 설정 또는 금지의 해제를 하는 행정...
멸실등기(滅失登記),멸실등기(滅失登記) 멸실등기라 함은 부동산이 멸실된 경우에 표제부의 기재를 말소하고 그 등기용지를 폐쇄하는 방법으로 행하여지는 등기를 말한다. 멸실등기는 사실의 등기이지만 부동산이 멸실된 경우에는 부동산의 권리도 소멸한다. 그러나 토지나 건물의 일부가 멸실한 때에는 면적이나...
명당(明堂),"명당(明堂) 풍수지리설(風水地理說)의 용어로서 좋은 집터나 묏자리를 의미한다. 풍수지리설이란 지형이나 방위의 길흉을 판단하여 좋은 처소를 구하는 이론으로, 집터인 경우에는 주 건물의 앞쪽을, 묏자리인 경우에는 무덤 앞에서 안산(案山 : 맞은편에 있는 산) 사이의 공간을 의미한다. ..."
명도(明渡) = 인도(引渡),명도(明渡) = 인도(引渡) 명도 또는 인도는 토지나 건물 또는 선박을 점유하고 있는 자가 그 점유를 타인의 지배하에 옮기는 것을 말한다. 민사소송법 제690조제1항에서는 인도(引渡)라고 표현하고 있다.
명도소송(明渡訴訟),"명도소송(明渡訴訟) 명도소송은 대상 부동산을 점유할 권원이 없는 자에 대하여 대상부동산의 점유를 이전할 것을 청구하는 소송으로서, 법원경매에서는 인도명령의 요건을 갖추지 못한 경우 활용된다."
명의대여(名義貸與),명의대여(名義貸與) 자기의 성명이나 상호를 사용하여 영업할 것을 타인에게 허락하는 것을 말한다. 사업에서 면허를 가진 자가 없는 자에게 명의를 대여하거나 영업의 임대차 또는 경영위임 등에서 명의대여가 이용되고 있다. 이 경우에는 명문으로 이를 금지하는 경우가 있다. 특히 면...
명의수탁자(名義受託者),명의수탁자(名義受託者) 명의수탁자라 함은 명의신탁약정에 의하여 실권리자의 부동산에 관한 물권을 자신의 명의로 등기하는 자를 말한다(부동산실권리자명의등기에관한법률 제2조제3호).
명의신탁(名義信託),"명의신탁(名義信託) 명의신탁이라 함은 신탁자가 소유권을 보유하여 이를 관리, 수익하면서 공부상의 소유명의만을 명의수탁자로 하여 두는 것을 말한다. 부동산에서 명의신탁으로 빈번한 사례는 부동산 유가증권 등 재산을 친척 등 제3자의 명의를 빌려 등기부에 등재한 후 실질적인 소유..."
명의신탁약정(名義信託約定),명의신탁약정(名義信託約定) 명의신탁을 위한 명의수탁자와 명의신탁자간의 약정을 의미한다. 부동산실권리자명의등기에관한법률 제2조제1호에서는 명의신탁약정을 부동산에 관한 소유권 기타 물권(부동산에 관한 물권)을 보유한 자 또는 사실상 취득하거나 취득하려고 하는 자(실권리자)가 타인과의...
명의신탁자(名義信託者),명의신탁자(名義信託者) 명의신탁자라 함은 명의신탁약정에 의하여 자신의 부동산에 관한 물권을 타인의 명의로 등기하게 하는 실권리자를 말한다(부동산실권리자명의등기에관한법률 제2조제2호).
명인방법(明認方法),"명인방법(明認方法) 명인방법(明認方法)이란 제3자로 하여금 수목과 같은 지상물의 소유권이 누구에게 귀속하고 있다는 것을 명백히 인식하게 하는 방법을 말하는 것으로, 명인방법을 갖추었다고 하기 위해서는 지상물이 독립된 물건이며 현재의 소유자가 누구라는 것이 명시되어야 한다(대법원..."
